id, number, label
2897, 8, EASY
2898, 4, EASY
2899, 0, EASY
2900, 4, EASY
2901, 4, EASY
2902, 1, EASY
2903, 5, EASY
2904, 2, EASY
2905, 8, HARD
2906, 3, HARD
2907, 4, EASY
2908, 9, EASY
2909, 5, EASY
2910, 2, EASY
2911, 8, EASY
2912, 1, EASY
2913, 5, EASY
2914, 3, EASY
2915, 7, EASY
2916, 9, EASY
2917, 4, EASY
2918, 2, EASY
2919, 5, EASY
2920, 6, EASY
2921, 3, HARD
2922, 5, EASY
2923, 9, EASY
2924, 3, EASY
2925, 5, HARD
2926, 9, EASY
2927, 3, HARD
2928, 1, EASY
2929, 9, EASY
2930, 5, EASY
2931, 3, EASY
2932, 0, EASY
2933, 6, EASY
2934, 9, EASY
2935, 8, EASY
2936, 4, EASY
2937, 0, EASY
2938, 4, EASY
2939, 9, HARD
2940, 2, EASY
2941, 9, EASY
2942, 0, EASY
2943, 1, EASY
2944, 0, EASY
2945, 3, HARD
2946, 1, EASY
2947, 6, EASY
2948, 5, EASY
2949, 8, EASY
2950, 1, EASY
2951, 5, EASY
2952, 3, EASY
2953, 3, HARD
2954, 0, EASY
2955, 3, EASY
2956, 5, EASY
2957, 5, EASY
2958, 9, EASY
2959, 2, EASY
2960, 8, EASY
2961, 7, EASY
2962, 0, EASY
2963, 4, EASY
2964, 9, EASY
2965, 1, EASY
2966, 9, EASY
2967, 7, EASY
2968, 7, EASY
2969, 5, EASY
2970, 5, HARD
2971, 2, EASY
2972, 0, EASY
2973, 9, EASY
2974, 1, EASY
2975, 8, EASY
2976, 6, EASY
2977, 2, EASY
2978, 3, EASY
2979, 9, EASY
2980, 6, EASY
2981, 2, EASY
2982, 1, EASY
2983, 9, EASY
2984, 1, EASY
2985, 3, EASY
2986, 5, EASY
2987, 5, EASY
2988, 0, EASY
2989, 3, EASY
2990, 8, EASY
2991, 3, EASY
2992, 3, EASY
2993, 7, EASY
2994, 6, EASY
2995, 6, HARD
2996, 0, EASY
2997, 1, EASY
2998, 4, EASY
2999, 0, EASY
3000, 6, EASY
3001, 9, EASY
3002, 8, EASY
3003, 1, EASY
3004, 2, EASY
3005, 9, HARD
3006, 9, EASY
3007, 5, EASY
3008, 9, EASY
3009, 7, EASY
3010, 3, EASY
3011, 7, EASY
3012, 8, EASY
3013, 0, EASY
3014, 1, EASY
3015, 3, EASY
3016, 0, EASY
3017, 4, EASY
3018, 6, EASY
3019, 1, EASY
3020, 0, EASY
3021, 2, EASY
3022, 5, EASY
3023, 8, EASY
3024, 4, EASY
3025, 4, EASY
3026, 1, EASY
3027, 1, EASY
3028, 5, EASY
3029, 4, EASY
3030, 6, HARD
3031, 6, EASY
3032, 0, EASY
3033, 6, EASY
3034, 9, EASY
3035, 2, EASY
3036, 6, EASY
3037, 2, EASY
3038, 7, EASY
3039, 1, EASY
3040, 7, EASY
3041, 9, EASY
3042, 4, EASY
3043, 0, EASY
3044, 0, EASY
3045, 3, EASY
3046, 8, EASY
3047, 2, EASY
3048, 2, EASY
3049, 3, EASY
3050, 1, EASY
3051, 6, EASY
3052, 0, EASY
3053, 5, EASY
3054, 7, EASY
3055, 7, EASY
3056, 9, EASY
3057, 2, EASY
3058, 6, EASY
3059, 7, EASY
3060, 9, HARD
3061, 7, EASY
3062, 8, EASY
3063, 6, EASY
3064, 8, EASY
3065, 8, EASY
3066, 4, EASY
3067, 6, EASY
3068, 8, EASY
3069, 4, EASY
3070, 1, EASY
3071, 2, EASY
3072, 8, EASY
3073, 1, HARD
3074, 3, EASY
3075, 9, EASY
3076, 4, EASY
3077, 0, EASY
3078, 3, EASY
3079, 7, EASY
3080, 3, EASY
3081, 2, EASY
3082, 3, EASY
3083, 3, EASY
3084, 7, EASY
3085, 3, EASY
3086, 4, EASY
3087, 0, EASY
3088, 6, EASY
3089, 2, EASY
3090, 0, EASY
3091, 8, EASY
3092, 1, EASY
3093, 5, EASY
3094, 3, EASY
3095, 5, EASY
3096, 4, EASY
3097, 1, EASY
3098, 7, EASY
3099, 1, EASY
3100, 5, EASY
3101, 7, EASY
3102, 5, EASY
3103, 7, EASY
3104, 3, EASY
3105, 2, EASY
3106, 2, HARD
3107, 7, EASY
3108, 3, EASY
3109, 7, EASY
3110, 3, EASY
3111, 7, EASY
3112, 8, EASY
3113, 5, EASY
3114, 4, EASY
3115, 5, EASY
3116, 2, EASY
3117, 5, HARD
3118, 6, EASY
3119, 5, EASY
3120, 3, EASY
3121, 6, EASY
3122, 7, EASY
3123, 4, EASY
3124, 1, EASY
3125, 7, EASY
3126, 1, EASY
3127, 5, EASY
3128, 2, EASY
3129, 3, EASY
3130, 6, HARD
3131, 3, EASY
3132, 1, EASY
3133, 4, EASY
3134, 2, EASY
3135, 6, EASY
3136, 7, HARD
3137, 4, EASY
3138, 3, EASY
3139, 8, EASY
3140, 0, EASY
3141, 6, EASY
3142, 2, EASY
3143, 1, EASY
3144, 6, EASY
3145, 5, HARD
3146, 3, EASY
3147, 9, EASY
3148, 1, EASY
3149, 9, EASY
3150, 3, EASY
3151, 2, EASY
3152, 1, EASY
3153, 8, EASY
3154, 4, EASY
3155, 4, EASY
3156, 6, EASY
3157, 5, EASY
3158, 8, EASY
3159, 6, EASY
3160, 9, EASY
3161, 7, EASY
3162, 7, EASY
3163, 8, EASY
3164, 6, EASY
3165, 9, EASY
3166, 7, HARD
3167, 3, EASY
3168, 9, EASY
3169, 4, EASY
3170, 0, EASY
3171, 5, EASY
3172, 4, EASY
3173, 6, EASY
3174, 4, EASY
3175, 1, EASY
3176, 2, EASY
3177, 3, EASY
3178, 0, EASY
3179, 0, EASY
3180, 2, EASY
3181, 6, EASY
3182, 6, EASY
3183, 5, HARD
3184, 7, EASY
3185, 0, EASY
3186, 8, EASY
3187, 6, EASY
3188, 4, EASY
3189, 7, HARD
3190, 9, EASY
3191, 0, EASY
3192, 7, EASY
3193, 3, EASY
3194, 4, EASY
3195, 2, EASY
3196, 1, EASY
3197, 8, EASY
3198, 8, EASY
3199, 5, EASY
3200, 9, EASY
3201, 2, EASY
3202, 7, EASY
3203, 1, EASY
3204, 8, EASY
3205, 8, EASY
3206, 8, HARD
3207, 2, EASY
3208, 7, EASY
3209, 6, EASY
3210, 0, EASY
3211, 1, EASY
3212, 2, EASY
3213, 7, EASY
3214, 1, EASY
3215, 0, EASY
3216, 8, EASY
3217, 3, EASY
3218, 6, EASY
3219, 0, EASY
3220, 5, EASY
3221, 3, EASY
3222, 6, EASY
3223, 2, EASY
3224, 8, EASY
3225, 7, HARD
3226, 0, EASY
3227, 1, EASY
3228, 4, EASY
3229, 2, EASY
3230, 1, EASY
3231, 1, EASY
3232, 4, EASY
3233, 4, EASY
3234, 4, EASY
3235, 4, EASY
3236, 7, EASY
3237, 1, EASY
3238, 6, EASY
3239, 2, EASY
3240, 9, HARD
3241, 9, EASY
3242, 0, EASY
3243, 0, EASY
3244, 1, EASY
3245, 8, EASY
3246, 8, EASY
3247, 4, EASY
3248, 3, EASY
3249, 4, EASY
3250, 2, EASY
3251, 0, EASY
3252, 6, EASY
3253, 1, EASY
3254, 6, EASY
3255, 1, EASY
3256, 2, EASY
3257, 2, EASY
3258, 2, EASY
3259, 1, EASY
3260, 2, EASY
3261, 3, EASY
3262, 7, EASY
3263, 8, EASY
3264, 1, EASY
3265, 0, EASY
3266, 0, EASY
3267, 2, EASY
3268, 1, EASY
3269, 6, HARD
3270, 6, EASY
3271, 0, EASY
3272, 1, EASY
3273, 6, EASY
3274, 2, EASY
3275, 5, EASY
3276, 1, EASY
3277, 7, EASY
3278, 4, EASY
3279, 8, EASY
3280, 2, EASY
3281, 1, EASY
3282, 4, EASY
3283, 3, EASY
3284, 8, EASY
3285, 3, EASY
3286, 9, EASY
3287, 9, EASY
3288, 4, HARD
3289, 8, HARD
3290, 3, EASY
3291, 4, EASY
3292, 7, EASY
3293, 2, EASY
3294, 7, EASY
3295, 5, EASY
3296, 7, EASY
3297, 0, EASY
3298, 4, EASY
3299, 3, EASY
3300, 3, EASY
3301, 2, EASY
3302, 6, EASY
3303, 7, EASY
3304, 6, EASY
3305, 0, EASY
3306, 0, EASY
3307, 6, EASY
3308, 7, EASY
3309, 7, EASY
3310, 0, EASY
3311, 5, EASY
3312, 5, EASY
3313, 8, EASY
3314, 1, EASY
3315, 0, EASY
3316, 7, HARD
3317, 0, EASY
3318, 2, EASY
3319, 8, EASY
3320, 1, EASY
3321, 5, EASY
3322, 0, EASY
3323, 8, EASY
3324, 8, EASY
3325, 0, EASY
3326, 3, EASY
3327, 2, EASY
3328, 7, EASY
3329, 7, HARD
3330, 2, HARD
3331, 6, EASY
3332, 4, EASY
3333, 7, HARD
3334, 5, EASY
3335, 5, EASY
3336, 5, HARD
3337, 2, EASY
3338, 9, EASY
3339, 2, EASY
3340, 8, EASY
3341, 4, EASY
3342, 6, EASY
3343, 8, EASY
3344, 6, EASY
3345, 5, EASY
3346, 0, EASY
3347, 0, EASY
3348, 8, EASY
3349, 7, EASY
3350, 6, EASY
3351, 1, EASY
3352, 7, EASY
3353, 1, EASY
3354, 1, EASY
3355, 2, EASY
3356, 7, EASY
3357, 4, EASY
3358, 0, EASY
3359, 0, EASY
3360, 7, EASY
3361, 7, EASY
3362, 6, EASY
3363, 3, EASY
3364, 8, EASY
3365, 6, EASY
3366, 4, EASY
3367, 2, EASY
3368, 0, EASY
3369, 9, HARD
3370, 4, EASY
3371, 0, EASY
3372, 5, EASY
3373, 7, EASY
3374, 8, EASY
3375, 2, EASY
3376, 7, EASY
3377, 4, EASY
3378, 7, EASY
3379, 1, EASY
3380, 1, EASY
3381, 3, HARD
3382, 6, EASY
3383, 6, EASY
3384, 2, EASY
3385, 9, EASY
3386, 1, EASY
3387, 9, EASY
3388, 4, EASY
3389, 8, EASY
3390, 3, EASY
3391, 6, EASY
3392, 9, EASY
3393, 5, EASY
3394, 9, EASY
3395, 6, EASY
3396, 2, EASY
3397, 4, EASY
3398, 6, EASY
3399, 7, EASY
3400, 7, EASY
3401, 0, EASY
3402, 6, EASY
3403, 6, EASY
3404, 9, HARD
3405, 4, HARD
3406, 8, EASY
3407, 3, EASY
3408, 5, EASY
3409, 3, EASY
3410, 4, EASY
3411, 9, EASY
3412, 0, EASY
3413, 0, EASY
3414, 5, EASY
3415, 2, EASY
3416, 5, EASY
3417, 0, EASY
3418, 7, EASY
3419, 1, EASY
3420, 1, EASY
3421, 1, EASY
3422, 6, HARD
3423, 7, EASY
3424, 6, EASY
3425, 7, EASY
3426, 9, EASY
3427, 6, EASY
3428, 6, EASY
3429, 4, EASY
3430, 1, EASY
3431, 4, EASY
3432, 3, EASY
3433, 1, EASY
3434, 1, EASY
3435, 2, EASY
3436, 2, HARD
3437, 4, EASY
3438, 1, EASY
3439, 0, EASY
3440, 8, EASY
3441, 7, EASY
3442, 6, EASY
3443, 3, EASY
3444, 4, EASY
3445, 0, EASY
3446, 0, EASY
3447, 6, EASY
3448, 3, EASY
3449, 3, EASY
3450, 0, EASY
3451, 7, EASY
3452, 1, EASY
3453, 7, EASY
3454, 1, EASY
3455, 1, EASY
3456, 3, EASY
3457, 1, EASY
3458, 0, EASY
3459, 9, EASY
3460, 9, HARD
3461, 7, EASY
3462, 5, EASY
3463, 4, EASY
3464, 1, EASY
3465, 4, EASY
3466, 8, EASY
3467, 9, EASY
3468, 5, HARD
3469, 3, EASY
3470, 5, EASY
3471, 1, EASY
3472, 9, EASY
3473, 8, EASY
3474, 2, EASY
3475, 3, EASY
3476, 3, EASY
3477, 9, EASY
3478, 9, EASY
3479, 0, EASY
3480, 1, EASY
3481, 0, EASY
3482, 2, EASY
3483, 9, EASY
3484, 3, EASY
3485, 9, EASY
3486, 3, EASY
3487, 3, EASY
3488, 6, EASY
3489, 2, EASY
3490, 4, HARD
3491, 9, EASY
3492, 8, EASY
3493, 3, EASY
3494, 7, EASY
3495, 4, EASY
3496, 0, EASY
3497, 4, EASY
3498, 7, EASY
3499, 8, EASY
3500, 4, EASY
3501, 9, EASY
3502, 8, EASY
3503, 9, HARD
3504, 9, EASY
3505, 7, EASY
3506, 5, EASY
3507, 9, EASY
3508, 2, EASY
3509, 8, EASY
3510, 2, EASY
3511, 2, EASY
3512, 0, EASY
3513, 2, EASY
3514, 2, EASY
3515, 3, EASY
3516, 8, EASY
3517, 4, EASY
3518, 6, EASY
3519, 8, EASY
3520, 6, HARD
3521, 8, EASY
3522, 2, EASY
3523, 4, EASY
3524, 6, EASY
3525, 7, EASY
3526, 9, EASY
3527, 3, EASY
3528, 3, EASY
3529, 9, EASY
3530, 4, EASY
3531, 3, EASY
3532, 1, EASY
3533, 4, EASY
3534, 4, EASY
3535, 7, EASY
3536, 0, EASY
3537, 5, EASY
3538, 9, EASY
3539, 6, EASY
3540, 0, EASY
3541, 4, EASY
3542, 4, EASY
3543, 4, EASY
3544, 4, EASY
3545, 6, EASY
3546, 1, EASY
3547, 2, EASY
3548, 3, EASY
3549, 3, HARD
3550, 6, EASY
3551, 4, EASY
3552, 5, EASY
3553, 9, EASY
3554, 6, EASY
3555, 8, EASY
3556, 5, EASY
3557, 6, EASY
3558, 5, HARD
3559, 8, HARD
3560, 6, EASY
3561, 4, EASY
3562, 1, EASY
3563, 8, EASY
3564, 6, EASY
3565, 5, HARD
3566, 2, EASY
3567, 8, HARD
3568, 4, EASY
3569, 5, EASY
3570, 5, EASY
3571, 4, EASY
3572, 7, EASY
3573, 7, HARD
3574, 0, EASY
3575, 7, HARD
3576, 8, EASY
3577, 2, EASY
3578, 2, HARD
3579, 3, EASY
3580, 7, EASY
3581, 0, EASY
3582, 1, EASY
3583, 8, EASY
3584, 0, EASY
3585, 7, EASY
3586, 1, EASY
3587, 9, EASY
3588, 8, EASY
3589, 7, EASY
3590, 5, EASY
3591, 5, EASY
3592, 9, EASY
3593, 1, EASY
3594, 7, EASY
3595, 5, EASY
3596, 4, EASY
3597, 9, HARD
3598, 1, EASY
3599, 2, EASY
3600, 2, EASY
3601, 1, EASY
3602, 6, EASY
3603, 6, EASY
3604, 7, HARD
3605, 1, EASY
3606, 1, EASY
3607, 4, EASY
3608, 0, EASY
3609, 7, EASY
3610, 4, EASY
3611, 2, EASY
3612, 4, EASY
3613, 0, EASY
3614, 6, EASY
3615, 4, EASY
3616, 7, EASY
3617, 6, EASY
3618, 9, EASY
3619, 5, EASY
3620, 3, EASY
3621, 4, EASY
3622, 6, EASY
3623, 5, EASY
3624, 0, EASY
3625, 1, EASY
3626, 8, EASY
3627, 8, EASY
3628, 2, EASY
3629, 8, HARD
3630, 3, EASY
3631, 5, EASY
3632, 7, EASY
3633, 8, EASY
3634, 0, EASY
3635, 8, EASY
3636, 5, EASY
3637, 7, EASY
3638, 1, EASY
3639, 1, EASY
3640, 0, EASY
3641, 1, EASY
3642, 3, EASY
3643, 7, EASY
3644, 8, EASY
3645, 5, EASY
3646, 0, EASY
3647, 7, EASY
3648, 1, EASY
3649, 1, EASY
3650, 0, EASY
3651, 1, EASY
3652, 1, EASY
3653, 4, EASY
3654, 5, EASY
3655, 2, EASY
3656, 7, EASY
3657, 6, EASY
3658, 2, EASY
3659, 3, EASY
3660, 0, EASY
3661, 2, EASY
3662, 8, HARD
3663, 5, EASY
3664, 9, EASY
3665, 6, EASY
3666, 9, EASY
3667, 7, EASY
3668, 2, EASY
3669, 1, EASY
3670, 3, EASY
3671, 6, EASY
3672, 4, EASY
3673, 1, EASY
3674, 8, HARD
3675, 2, EASY
3676, 4, EASY
3677, 0, EASY
3678, 5, EASY
3679, 1, EASY
3680, 0, EASY
3681, 2, HARD
3682, 2, EASY
3683, 6, EASY
3684, 4, EASY
3685, 4, EASY
3686, 3, EASY
3687, 9, EASY
3688, 6, HARD
3689, 1, EASY
3690, 6, EASY
3691, 5, EASY
3692, 7, EASY
3693, 9, EASY
3694, 2, EASY
3695, 0, EASY
3696, 2, EASY
3697, 6, EASY
3698, 0, EASY
3699, 1, EASY
3700, 4, EASY
3701, 3, EASY
3702, 5, HARD
3703, 2, EASY
3704, 8, EASY
3705, 8, EASY
3706, 0, EASY
3707, 8, EASY
3708, 8, EASY
3709, 9, EASY
3710, 0, EASY
3711, 9, EASY
3712, 6, EASY
3713, 7, EASY
3714, 6, EASY
3715, 3, EASY
3716, 9, HARD
3717, 3, EASY
3718, 4, HARD
3719, 7, EASY
3720, 7, EASY
3721, 7, EASY
3722, 4, EASY
3723, 9, EASY
3724, 0, EASY
3725, 6, EASY
3726, 4, HARD
3727, 8, EASY
3728, 4, EASY
3729, 2, EASY
3730, 7, HARD
3731, 2, EASY
3732, 8, EASY
3733, 1, EASY
3734, 0, EASY
3735, 0, EASY
3736, 7, EASY
3737, 8, EASY
3738, 3, EASY
3739, 3, EASY
3740, 3, EASY
3741, 1, EASY
3742, 3, EASY
3743, 7, EASY
3744, 6, EASY
3745, 1, EASY
3746, 3, EASY
3747, 1, EASY
3748, 6, EASY
3749, 6, HARD
3750, 5, EASY
3751, 7, HARD
3752, 4, EASY
3753, 7, EASY
3754, 5, EASY
3755, 9, EASY
3756, 5, EASY
3757, 8, HARD
3758, 4, EASY
3759, 9, EASY
3760, 9, EASY
3761, 1, EASY
3762, 6, EASY
3763, 5, HARD
3764, 0, HARD
3765, 1, EASY
3766, 3, EASY
3767, 7, HARD
3768, 0, EASY
3769, 3, EASY
3770, 4, EASY
3771, 8, EASY
3772, 2, EASY
3773, 2, EASY
3774, 0, EASY
3775, 2, EASY
3776, 5, HARD
3777, 1, EASY
3778, 5, EASY
3779, 1, EASY
3780, 4, HARD
3781, 8, EASY
3782, 8, EASY
3783, 9, EASY
3784, 1, EASY
3785, 2, EASY
3786, 1, EASY
3787, 3, EASY
3788, 5, EASY
3789, 1, EASY
3790, 0, EASY
3791, 9, EASY
3792, 4, EASY
3793, 4, EASY
3794, 8, EASY
3795, 3, EASY
3796, 2, HARD
3797, 5, EASY
3798, 9, EASY
3799, 7, EASY
3800, 6, EASY
3801, 6, HARD
3802, 2, EASY
3803, 0, EASY
3804, 0, EASY
3805, 0, EASY
3806, 5, EASY
3807, 8, EASY
3808, 7, HARD
3809, 1, EASY
3810, 5, EASY
3811, 2, HARD
3812, 3, EASY
3813, 8, EASY
3814, 5, EASY
3815, 1, EASY
3816, 8, EASY
3817, 2, HARD
3818, 0, EASY
3819, 4, EASY
3820, 9, EASY
3821, 9, HARD
3822, 6, EASY
3823, 2, EASY
3824, 3, EASY
3825, 3, EASY
3826, 5, EASY
3827, 6, EASY
3828, 4, EASY
3829, 8, EASY
3830, 0, EASY
3831, 9, EASY
3832, 2, EASY
3833, 8, EASY
3834, 3, EASY
3835, 6, EASY
3836, 7, HARD
3837, 5, EASY
3838, 7, HARD
3839, 2, EASY
3840, 9, EASY
3841, 4, EASY
3842, 9, EASY
3843, 1, EASY
3844, 2, EASY
3845, 8, EASY
3846, 6, EASY
3847, 0, EASY
3848, 7, HARD
3849, 0, EASY
3850, 9, HARD
3851, 1, EASY
3852, 1, EASY
3853, 6, HARD
3854, 7, EASY
3855, 5, HARD
3856, 9, EASY
3857, 9, EASY
3858, 1, EASY
3859, 9, EASY
3860, 5, EASY
3861, 9, EASY
3862, 2, EASY
3863, 5, EASY
3864, 0, EASY
3865, 4, EASY
3866, 1, EASY
3867, 0, EASY
3868, 8, EASY
3869, 9, HARD
3870, 0, EASY
3871, 8, EASY
3872, 9, EASY
3873, 8, EASY
3874, 9, EASY
3875, 4, EASY
3876, 2, HARD
3877, 5, EASY
3878, 7, EASY
3879, 9, EASY
3880, 8, EASY
3881, 9, EASY
3882, 8, EASY
3883, 0, EASY
3884, 9, EASY
3885, 9, EASY
3886, 6, EASY
3887, 8, EASY
3888, 9, EASY
3889, 9, EASY
3890, 5, EASY
3891, 9, EASY
3892, 8, EASY
3893, 5, HARD
3894, 1, EASY
3895, 0, EASY
3896, 3, EASY
3897, 3, EASY
3898, 5, EASY
3899, 2, EASY
3900, 1, EASY
3901, 6, EASY
3902, 5, HARD
3903, 0, EASY
3904, 2, EASY
3905, 8, EASY
3906, 1, HARD
3907, 5, EASY
3908, 6, EASY
3909, 2, EASY
3910, 3, EASY
3911, 0, EASY
3912, 2, EASY
3913, 2, EASY
3914, 6, EASY
3915, 4, EASY
3916, 3, EASY
3917, 5, EASY
3918, 5, EASY
3919, 1, EASY
3920, 7, EASY
3921, 2, EASY
3922, 1, EASY
3923, 6, EASY
3924, 9, EASY
3925, 1, EASY
3926, 9, HARD
3927, 9, EASY
3928, 5, EASY
3929, 5, EASY
3930, 1, EASY
3931, 6, EASY
3932, 2, EASY
3933, 2, EASY
3934, 8, EASY
3935, 6, EASY
3936, 7, EASY
3937, 1, EASY
3938, 4, EASY
3939, 6, EASY
3940, 0, EASY
3941, 4, HARD
3942, 0, EASY
3943, 3, HARD
3944, 3, EASY
3945, 2, EASY
3946, 2, HARD
3947, 3, EASY
3948, 6, EASY
3949, 8, EASY
3950, 9, EASY
3951, 8, HARD
3952, 5, EASY
3953, 3, EASY
3954, 8, EASY
3955, 5, EASY
3956, 4, EASY
3957, 5, EASY
3958, 2, EASY
3959, 0, EASY
3960, 5, EASY
3961, 6, EASY
3962, 3, EASY
3963, 2, EASY
3964, 8, EASY
3965, 3, EASY
3966, 9, EASY
3967, 9, EASY
3968, 5, EASY
3969, 7, EASY
3970, 9, EASY
3971, 4, EASY
3972, 6, EASY
3973, 7, EASY
3974, 1, EASY
3975, 3, EASY
3976, 7, HARD
3977, 3, EASY
3978, 6, EASY
3979, 6, EASY
3980, 0, EASY
3981, 9, EASY
3982, 0, EASY
3983, 1, EASY
3984, 9, EASY
3985, 9, HARD
3986, 2, EASY
3987, 8, EASY
3988, 8, EASY
3989, 0, EASY
3990, 1, EASY
3991, 6, EASY
3992, 9, EASY
3993, 7, EASY
3994, 5, EASY
3995, 3, EASY
3996, 4, EASY
3997, 7, EASY
3998, 4, EASY
3999, 9, EASY
4000, 9, HARD
4001, 4, EASY
4002, 3, EASY
4003, 6, EASY
4004, 3, EASY
4005, 1, EASY
4006, 1, EASY
4007, 7, HARD
4008, 6, EASY
4009, 9, EASY
4010, 1, EASY
4011, 8, EASY
4012, 4, EASY
4013, 1, EASY
4014, 1, EASY
4015, 9, EASY
4016, 9, EASY
4017, 4, HARD
4018, 3, EASY
4019, 6, EASY
4020, 8, EASY
4021, 1, EASY
4022, 6, EASY
4023, 0, EASY
4024, 4, EASY
4025, 1, EASY
4026, 3, EASY
4027, 7, EASY
4028, 7, EASY
4029, 4, EASY
4030, 9, EASY
4031, 5, EASY
4032, 1, EASY
4033, 0, EASY
4034, 0, EASY
4035, 1, EASY
4036, 1, EASY
4037, 6, EASY
4038, 2, EASY
4039, 1, EASY
4040, 9, EASY
4041, 8, EASY
4042, 4, EASY
4043, 0, EASY
4044, 3, EASY
4045, 6, EASY
4046, 4, EASY
4047, 9, EASY
4048, 0, EASY
4049, 7, EASY
4050, 1, EASY
4051, 6, EASY
4052, 5, EASY
4053, 7, EASY
4054, 5, EASY
4055, 2, EASY
4056, 5, EASY
4057, 1, EASY
4058, 8, EASY
4059, 5, EASY
4060, 4, EASY
4061, 7, EASY
4062, 0, EASY
4063, 6, HARD
4064, 7, EASY
4065, 0, HARD
4066, 2, EASY
4067, 5, EASY
4068, 8, EASY
4069, 1, EASY
4070, 0, EASY
4071, 4, EASY
4072, 5, HARD
4073, 7, EASY
4074, 1, EASY
4075, 8, HARD
4076, 5, EASY
4077, 1, EASY
4078, 9, HARD
4079, 0, EASY
4080, 0, EASY
4081, 6, EASY
4082, 0, EASY
4083, 7, EASY
4084, 3, EASY
4085, 1, EASY
4086, 8, EASY
4087, 3, EASY
4088, 9, EASY
4089, 7, EASY
4090, 0, EASY
4091, 0, EASY
4092, 8, EASY
4093, 9, HARD
4094, 5, EASY
4095, 9, EASY
4096, 8, EASY
4097, 3, EASY
4098, 2, EASY
4099, 7, EASY
4100, 2, EASY
4101, 9, EASY
4102, 7, EASY
4103, 2, EASY
4104, 1, EASY
4105, 1, EASY
4106, 3, EASY
4107, 7, EASY
4108, 5, EASY
4109, 3, EASY
4110, 1, EASY
4111, 9, EASY
4112, 8, EASY
4113, 2, EASY
4114, 2, EASY
4115, 2, EASY
4116, 8, HARD
4117, 8, EASY
4118, 5, EASY
4119, 7, EASY
4120, 3, EASY
4121, 8, EASY
4122, 9, EASY
4123, 8, EASY
4124, 8, EASY
4125, 6, EASY
4126, 8, EASY
4127, 2, EASY
4128, 3, EASY
4129, 9, EASY
4130, 7, EASY
4131, 5, HARD
4132, 6, EASY
4133, 2, EASY
4134, 9, EASY
4135, 2, EASY
4136, 8, EASY
4137, 8, EASY
4138, 1, EASY
4139, 6, EASY
4140, 8, HARD
4141, 8, EASY
4142, 7, EASY
4143, 9, EASY
4144, 1, EASY
4145, 8, HARD
4146, 0, EASY
4147, 1, EASY
4148, 7, EASY
4149, 2, EASY
4150, 0, EASY
4151, 7, EASY
4152, 5, HARD
4153, 1, EASY
4154, 9, HARD
4155, 0, EASY
4156, 2, HARD
4157, 0, EASY
4158, 9, EASY
4159, 8, HARD
4160, 6, EASY
4161, 2, EASY
4162, 3, EASY
4163, 9, HARD
4164, 3, EASY
4165, 8, EASY
4166, 0, EASY
4167, 2, EASY
4168, 1, EASY
4169, 1, EASY
4170, 1, EASY
4171, 1, EASY
4172, 4, EASY
4173, 2, EASY
4174, 9, EASY
4175, 7, EASY
4176, 2, HARD
4177, 5, EASY
4178, 1, EASY
4179, 1, EASY
4180, 2, EASY
4181, 1, EASY
4182, 9, EASY
4183, 9, EASY
4184, 9, EASY
4185, 1, EASY
4186, 0, EASY
4187, 2, EASY
4188, 0, EASY
4189, 2, EASY
4190, 1, EASY
4191, 1, EASY
4192, 4, EASY
4193, 6, EASY
4194, 4, EASY
4195, 1, EASY
4196, 5, EASY
4197, 4, EASY
4198, 9, EASY
4199, 7, HARD
4200, 7, EASY
4201, 1, HARD
4202, 5, EASY
4203, 6, EASY
4204, 2, EASY
4205, 2, HARD
4206, 2, EASY
4207, 8, EASY
4208, 0, EASY
4209, 6, EASY
4210, 9, EASY
4211, 6, HARD
4212, 1, HARD
4213, 9, EASY
4214, 7, EASY
4215, 7, EASY
4216, 1, EASY
4217, 4, EASY
4218, 8, EASY
4219, 5, EASY
4220, 3, EASY
4221, 4, EASY
4222, 3, EASY
4223, 4, EASY
4224, 9, HARD
4225, 7, EASY
4226, 5, EASY
4227, 0, EASY
4228, 7, EASY
4229, 4, EASY
4230, 8, EASY
4231, 8, EASY
4232, 1, EASY
4233, 5, EASY
4234, 3, EASY
4235, 9, EASY
4236, 5, EASY
4237, 9, EASY
4238, 7, HARD
4239, 6, HARD
4240, 9, EASY
4241, 0, EASY
4242, 3, EASY
4243, 6, EASY
4244, 3, EASY
4245, 9, EASY
4246, 8, EASY
4247, 2, EASY
4248, 2, HARD
4249, 1, EASY
4250, 2, EASY
4251, 8, EASY
4252, 6, EASY
4253, 8, EASY
4254, 5, EASY
4255, 5, EASY
4256, 3, HARD
4257, 9, EASY
4258, 4, EASY
4259, 9, EASY
4260, 2, EASY
4261, 5, EASY
4262, 1, EASY
4263, 5, EASY
4264, 1, EASY
4265, 4, HARD
4266, 4, EASY
4267, 1, EASY
4268, 4, EASY
4269, 4, EASY
4270, 3, EASY
4271, 5, EASY
4272, 9, EASY
4273, 1, EASY
4274, 2, EASY
4275, 2, EASY
4276, 3, EASY
4277, 3, EASY
4278, 0, EASY
4279, 2, EASY
4280, 9, EASY
4281, 0, EASY
4282, 0, EASY
4283, 9, EASY
4284, 9, HARD
4285, 6, EASY
4286, 0, EASY
4287, 9, EASY
4288, 3, EASY
4289, 2, HARD
4290, 8, EASY
4291, 4, EASY
4292, 1, EASY
4293, 9, EASY
4294, 9, EASY
4295, 7, EASY
